FCTNO  VLTY  TIME  STRIKE   OPRICE  
  698  1.00  10.0  109.00   4.5519
  699  1.00  10.0  110.00   4.2625
  700  1.00  10.0  111.00   3.9885
  701  1.00  10.0  112.00   3.7293
  702  1.00  10.0  113.00   3.4845
  703  1.00  10.0  114.00   3.2534
  704  1.00  10.0  115.00   3.0355
  705  1.00  10.0  116.00   2.8302
  706  1.00  10.0  117.00   2.6370
  707  1.00  10.0  118.00   2.4553
  708  1.00  10.0  119.00   2.2847
  709  1.00  10.0  120.00   2.1245
  710  1.00  10.0  121.00   1.9743
  711  1.00  10.0  122.00   1.8336
  712  1.00  10.0  123.00   1.7019
  713  1.00  10.0  124.00   1.5787
  714  1.00  10.0  125.00   1.4635
  715  1.00  15.0   75.00  26.2308
  716  1.00  15.0   76.00  25.3824
  717  1.00  15.0   77.00  24.5469
  718  1.00  15.0   78.00  23.7250
  719  1.00  15.0   79.00  22.9171
  720  1.00  15.0   80.00  22.1237
  721  1.00  15.0   81.00  21.3453
  722  1.00  15.0   82.00  20.5821
  723  1.00  15.0   83.00  19.8347
  724  1.00  15.0   84.00  19.1033
  725  1.00  15.0   85.00  18.3882
  726  1.00  15.0   86.00  17.6897
  727  1.00  15.0   87.00  17.0080
  728  1.00  15.0   88.00  16.3433
  729  1.00  15.0   89.00  15.6958
  730  1.00  15.0   90.00  15.0655
  731  1.00  15.0   91.00  14.4525
  732  1.00  15.0   92.00  13.8568
  733  1.00  15.0   93.00  13.2785
  734  1.00  15.0   94.00  12.7175
  735  1.00  15.0   95.00  12.1737
  736  1.00  15.0   96.00  11.6471
  737  1.00  15.0   97.00  11.1375
  738  1.00  15.0   98.00  10.6448
  739  1.00  15.0   99.00  10.1687
  740  1.00  15.0  100.00   9.7091
  741  1.00  15.0  101.00   9.2657
  742  1.00  15.0  102.00   8.8383
  743  1.00  15.0  103.00   8.4266
  744  1.00  15.0  104.00   8.0303
  745  1.00  15.0  105.00   7.6491
  746  1.00  15.0  106.00   7.2827
  747  1.00  15.0  107.00   6.9308
  748  1.00  15.0  108.00   6.5930
  749  1.00  15.0  109.00   6.2689
  750  1.00  15.0  110.00   5.9582
  751  1.00  15.0  111.00   5.6606
  752  1.00  15.0  112.00   5.3756
  753  1.00  15.0  113.00   5.1029
  754  1.00  15.0  114.00   4.8421
  755  1.00  15.0  115.00   4.5929
  756  1.00  15.0  116.00   4.3549
  757  1.00  15.0  117.00   4.1276
  758  1.00  15.0  118.00   3.9108
  759  1.00  15.0  119.00   3.7040
  760  1.00  15.0  120.00   3.5069
  761  1.00  15.0  121.00   3.3192
  762  1.00  15.0  122.00   3.1404
  763  1.00  15.0  123.00   2.9703
  764  1.00  15.0  124.00   2.8085
  765  1.00  15.0  125.00   2.6547
  766  1.20   5.0   75.00  25.2657
  767  1.20   5.0   76.00  24.3230
  768  1.20   5.0   77.00  23.3899
  769  1.20   5.0   78.00  22.4672
  770  1.20   5.0   79.00  21.5561
  771  1.20   5.0   80.00  20.6577
  772  1.20   5.0   81.00  19.7731
  773  1.20   5.0   82.00  18.9033
  774  1.20   5.0   83.00  18.0494
  775  1.20   5.0   84.00  17.2124
  776  1.20   5.0   85.00  16.3933
  777  1.20   5.0   86.00  15.5932
  778  1.20   5.0   87.00  14.8129
  779  1.20   5.0   88.00  14.0531
  780  1.20   5.0   89.00  13.3148
  781  1.20   5.0   90.00  12.5986
  782  1.20   5.0   91.00  11.9051
  783  1.20   5.0   92.00  11.2347
  784  1.20   5.0   93.00  10.5879
  785  1.20   5.0   94.00   9.9650
  786  1.20   5.0   95.00   9.3662
  787  1.20   5.0   96.00   8.7917
  788  1.20   5.0   97.00   8.2415
  789  1.20   5.0   98.00   7.7154
  790  1.20   5.0   99.00   7.2135
  791  1.20   5.0  100.00   6.7353
  792  1.20   5.0  101.00   6.2807
  793  1.20   5.0  102.00   5.8492
  794  1.20   5.0  103.00   5.4404
  795  1.20   5.0  104.00   5.0537
  796  1.20   5.0  105.00   4.6886
  797  1.20   5.0  106.00   4.3445
  798  1.20   5.0  107.00   4.0206
  799  1.20   5.0  108.00   3.7164
  800  1.20   5.0  109.00   3.4311
  801  1.20   5.0  110.00   3.1639
  802  1.20   5.0  111.00   2.9141
  803  1.20   5.0  112.00   2.6809
  804  1.20   5.0  113.00   2.4635
  805  1.20   5.0  114.00   2.2613
  806  1.20   5.0  115.00   2.0733
  807  1.20   5.0  116.00   1.8989
  808  1.20   5.0  117.00   1.7373
  809  1.20   5.0  118.00   1.5878
  810  1.20   5.0  119.00   1.4496
  811  1.20   5.0  120.00   1.3221
  812  1.20   5.0  121.00   1.2046
  813  1.20   5.0  122.00   1.0965
  814  1.20   5.0  123.00   0.9971
  815  1.20   5.0  124.00   0.9058
  816  1.20   5.0  125.00   0.8222
  817  1.20  10.0   75.00  26.1477
  818  1.20  10.0   76.00  25.2931
  819  1.20  10.0   77.00  24.4516
  820  1.20  10.0   78.00  23.6235
  821  1.20  10.0   79.00  22.8094
  822  1.20  10.0   80.00  22.0098
  823  1.20  10.0   81.00  21.2252
  824  1.20  10.0   82.00  20.4560
  825  1.20  10.0   83.00  19.7026
  826  1.20  10.0   84.00  18.9654
  827  1.20  10.0   85.00  18.2447
  828  1.20  10.0   86.00  17.5407
  829  1.20  10.0   87.00  16.8538
  830  1.20  10.0   88.00  16.1841
  831  1.20  10.0   89.00  15.5318
  832  1.20  10.0   90.00  14.8971
  833  1.20  10.0   91.00  14.2799
  834  1.20  10.0   92.00  13.6804
  835  1.20  10.0   93.00  13.0985
  836  1.20  10.0   94.00  12.5343
  837  1.20  10.0   95.00  11.9877
  838  1.20  10.0   96.00  11.4585
  839  1.20  10.0   97.00  10.9468
  840  1.20  10.0   98.00  10.4522
  841  1.20  10.0   99.00   9.9747
  842  1.20  10.0  100.00   9.5139
  843  1.20  10.0  101.00   9.0697
  844  1.20  10.0  102.00   8.6418
  845  1.20  10.0  103.00   8.2300
  846  1.20  10.0  104.00   7.8338
  847  1.20  10.0  105.00   7.4531
  848  1.20  10.0  106.00   7.0875
  849  1.20  10.0  107.00   6.7366
  850  1.20  10.0  108.00   6.4001
  851  1.20  10.0  109.00   6.0776
  852  1.20  10.0  110.00   5.7688
  853  1.20  10.0  111.00   5.4732
  854  1.20  10.0  112.00   5.1905
  855  1.20  10.0  113.00   4.9203
  856  1.20  10.0  114.00   4.6622
  857  1.20  10.0  115.00   4.4158
  858  1.20  10.0  116.00   4.1808
  859  1.20  10.0  117.00   3.9567
  860  1.20  10.0  118.00   3.7431
  861  1.20  10.0  119.00   3.5397
  862  1.20  10.0  120.00   3.3461
  863  1.20  10.0  121.00   3.1619
  864  1.20  10.0  122.00   2.9868
  865  1.20  10.0  123.00   2.8204
  866  1.20  10.0  124.00   2.6623
  867  1.20  10.0  125.00   2.5122
  868  1.20  15.0   75.00  27.1686
  869  1.20  15.0   76.00  26.3765
  870  1.20  15.0   77.00  25.5976
  871  1.20  15.0   78.00  24.8321
  872  1.20  15.0   79.00  24.0802
  873  1.20  15.0   80.00  23.3422
  874  1.20  15.0   81.00  22.6183
  875  1.20  15.0   82.00  21.9087
  876  1.20  15.0   83.00  21.2135
  877  1.20  15.0   84.00  20.5328
  878  1.20  15.0   85.00  19.8668
  879  1.20  15.0   86.00  19.2156
  880  1.20  15.0   87.00  18.5791
  881  1.20  15.0   88.00  17.9575
  882  1.20  15.0   89.00  17.3508
  883  1.20  15.0   90.00  16.7588
  884  1.20  15.0   91.00  16.1817
  885  1.20  15.0   92.00  15.6193
  886  1.20  15.0   93.00  15.0715
  887  1.20  15.0   94.00  14.5384
  888  1.20  15.0   95.00  14.0197
  889  1.20  15.0   96.00  13.5154
  890  1.20  15.0   97.00  13.0252
  891  1.20  15.0   98.00  12.5491
  892  1.20  15.0   99.00  12.0868
  893  1.20  15.0  100.00  11.6383
  894  1.20  15.0  101.00  11.2032
  895  1.20  15.0  102.00  10.7813
  896  1.20  15.0  103.00  10.3726
  897  1.20  15.0  104.00   9.9766
  898  1.20  15.0  105.00   9.5933
  899  1.20  15.0  106.00   9.2223
  900  1.20  15.0  107.00   8.8634
  901  1.20  15.0  108.00   8.5164
  902  1.20  15.0  109.00   8.1810
  903  1.20  15.0  110.00   7.8569
  904  1.20  15.0  111.00   7.5439
  905  1.20  15.0  112.00   7.2417
  906  1.20  15.0  113.00   6.9501
  907  1.20  15.0  114.00   6.6688
  908  1.20  15.0  115.00   6.3975
  909  1.20  15.0  116.00   6.1359
  910  1.20  15.0  117.00   5.8838
  911  1.20  15.0  118.00   5.6410
  912  1.20  15.0  119.00   5.4071
  913  1.20  15.0  120.00   5.1819
  914  1.20  15.0  121.00   4.9652
  915  1.20  15.0  122.00   4.7567
  916  1.20  15.0  123.00   4.5561
  917  1.20  15.0  124.00   4.3632
  918  1.20  15.0  125.00   4.1778
  919  1.40   5.0   75.00  25.5475
  920  1.40   5.0   76.00  24.6399
  921  1.40   5.0   77.00  23.7438
  922  1.40   5.0   78.00  22.8601
  923  1.40   5.0   79.00  21.9896
  924  1.40   5.0   80.00  21.1331
  925  1.40   5.0   81.00  20.2915
  926  1.40   5.0   82.00  19.4654
  927  1.40   5.0   83.00  18.6557
  928  1.40   5.0   84.00  17.8630
  929  1.40   5.0   85.00  17.0881
  930  1.40   5.0   86.00  16.3314
  931  1.40   5.0   87.00  15.5935
  932  1.40   5.0   88.00  14.8750
  933  1.40   5.0   89.00  14.1762
  934  1.40   5.0   90.00  13.4976
  935  1.40   5.0   91.00  12.8394
  936  1.40   5.0   92.00  12.2019
  937  1.40   5.0   93.00  11.5852
  938  1.40   5.0   94.00  10.9895
  939  1.40   5.0   95.00  10.4148
  940  1.40   5.0   96.00   9.8612
  941  1.40   5.0   97.00   9.3285
  942  1.40   5.0   98.00   8.8166
  943  1.40   5.0   99.00   8.3254
  944  1.40   5.0  100.00   7.8545
  945  1.40   5.0  101.00   7.4038
  946  1.40   5.0  102.00   6.9729
  947  1.40   5.0  103.00   6.5614
  948  1.40   5.0  104.00   6.1690
  949  1.40   5.0  105.00   5.7952
  950  1.40   5.0  106.00   5.4395
  951  1.40   5.0  107.00   5.1015
  952  1.40   5.0  108.00   4.7806
  953  1.40   5.0  109.00   4.4764
  954  1.40   5.0  110.00   4.1882
  955  1.40   5.0  111.00   3.9156
  956  1.40   5.0  112.00   3.6579
  957  1.40   5.0  113.00   3.4146
  958  1.40   5.0  114.00   3.1852
  959  1.40   5.0  115.00   2.9690
  960  1.40   5.0  116.00   2.7655
  961  1.40   5.0  117.00   2.5741
  962  1.40   5.0  118.00   2.3944
  963  1.40   5.0  119.00   2.2257
  964  1.40   5.0  120.00   2.0675
  965  1.40   5.0  121.00   1.9193
  966  1.40   5.0  122.00   1.7805
  967  1.40   5.0  123.00   1.6508
  968  1.40   5.0  124.00   1.5296
  969  1.40   5.0  125.00   1.4164
  970  1.40  10.0   75.00  26.8825
  971  1.40  10.0   76.00  26.0751
  972  1.40  10.0   77.00  25.2810
  973  1.40  10.0   78.00  24.5003
  974  1.40  10.0   79.00  23.7334
  975  1.40  10.0   80.00  22.9807
  976  1.40  10.0   81.00  22.2423
  977  1.40  10.0   82.00  21.5186
  978  1.40  10.0   83.00  20.8096
  979  1.40  10.0   84.00  20.1157
  980  1.40  10.0   85.00  19.4368
  981  1.40  10.0   86.00  18.7733
  982  1.40  10.0   87.00  18.1250
  983  1.40  10.0   88.00  17.4922
  984  1.40  10.0   89.00  16.8748
  985  1.40  10.0   90.00  16.2729
  986  1.40  10.0   91.00  15.6864
  987  1.40  10.0   92.00  15.1153
  988  1.40  10.0   93.00  14.5596
  989  1.40  10.0   94.00  14.0192
  990  1.40  10.0   95.00  13.4939
  991  1.40  10.0   96.00  12.9837
  992  1.40  10.0   97.00  12.4883
  993  1.40  10.0   98.00  12.0077
  994  1.40  10.0   99.00  11.5417
  995  1.40  10.0  100.00  11.0900
  996  1.40  10.0  101.00  10.6525
  997  1.40  10.0  102.00  10.2290
  998  1.40  10.0  103.00   9.8191
  999  1.40  10.0  104.00   9.4227
 1000  1.40  10.0  105.00   9.0396
 1001  1.40  10.0  106.00   8.6694
 1002  1.40  10.0  107.00   8.3120
 1003  1.40  10.0  108.00   7.9669
 1004  1.40  10.0  109.00   7.6340
 1005  1.40  10.0  110.00   7.3130
 1006  1.40  10.0  111.00   7.0036
 1007  1.40  10.0  112.00   6.7054
 1008  1.40  10.0  113.00   6.4183
 1009  1.40  10.0  114.00   6.1418
 1010  1.40  10.0  115.00   5.8758
 1011  1.40  10.0  116.00   5.6199
 1012  1.40  10.0  117.00   5.3739
 1013  1.40  10.0  118.00   5.1374
 1014  1.40  10.0  119.00   4.9102
 1015  1.40  10.0  120.00   4.6920
 1016  1.40  10.0  121.00   4.4824
 1017  1.40  10.0  122.00   4.2813
 1018  1.40  10.0  123.00   4.0884
 1019  1.40  10.0  124.00   3.9033
 1020  1.40  10.0  125.00   3.7259
 1021  1.40  15.0   75.00  28.2699
 1022  1.40  15.0   76.00  27.5271
 1023  1.40  15.0   77.00  26.7969
 1024  1.40  15.0   78.00  26.0794
 1025  1.40  15.0   79.00  25.3747
 1026  1.40  15.0   80.00  24.6829
 1027  1.40  15.0   81.00  24.0041
 1028  1.40  15.0   82.00  23.3384
 1029  1.40  15.0   83.00  22.6858
 1030  1.40  15.0   84.00  22.0463
 1031  1.40  15.0   85.00  21.4199
 1032  1.40  15.0   86.00  20.8066
 1033  1.40  15.0   87.00  20.2064
 1034  1.40  15.0   88.00  19.6193
 1035  1.40  15.0   89.00  19.0452
 1036  1.40  15.0   90.00  18.4840
 1037  1.40  15.0   91.00  17.9356
 1038  1.40  15.0   92.00  17.4001
 1039  1.40  15.0   93.00  16.8771
 1040  1.40  15.0   94.00  16.3668
 1041  1.40  15.0   95.00  15.8688
 1042  1.40  15.0   96.00  15.3832
 1043  1.40  15.0   97.00  14.9097
 1044  1.40  15.0   98.00  14.4482
 1045  1.40  15.0   99.00  13.9985
 1046  1.40  15.0  100.00  13.5605
 1047  1.40  15.0  101.00  13.1341
 1048  1.40  15.0  102.00  12.7189
 1049  1.40  15.0  103.00  12.3149
 1050  1.40  15.0  104.00  11.9219
 1051  1.40  15.0  105.00  11.5397
 1052  1.40  15.0  106.00  11.1680
 1053  1.40  15.0  107.00  10.8068
 1054  1.40  15.0  108.00  10.4557
 1055  1.40  15.0  109.00  10.1147
 1056  1.40  15.0  110.00   9.7835
 1057  1.40  15.0  111.00   9.4618
 1058  1.40  15.0  112.00   9.1495
 1059  1.40  15.0  113.00   8.8465
 1060  1.40  15.0  114.00   8.5524
 1061  1.40  15.0  115.00   8.2671
 1062  1.40  15.0  116.00   7.9904
 1063  1.40  15.0  117.00   7.7221
 1064  1.40  15.0  118.00   7.4619
 1065  1.40  15.0  119.00   7.2098
 1066  1.40  15.0  120.00   6.9654
 1067  1.40  15.0  121.00   6.7286
 1068  1.40  15.0  122.00   6.4992
 1069  1.40  15.0  123.00   6.2771
 1070  1.40  15.0  124.00   6.0619
 1071  1.40  15.0  125.00   5.8536
 1072  1.60   5.0   75.00  25.9300
 1073  1.60   5.0   76.00  25.0583
 1074  1.60   5.0   77.00  24.1993
 1075  1.60   5.0   78.00  23.3536
 1076  1.60   5.0   79.00  22.5218
 1077  1.60   5.0   80.00  21.7045
 1078  1.60   5.0   81.00  20.9023
 1079  1.60   5.0   82.00  20.1156
 1080  1.60   5.0   83.00  19.3450
 1081  1.60   5.0   84.00  18.5909
 1082  1.60   5.0   85.00  17.8538
 1083  1.60   5.0   86.00  17.1340
 1084  1.60   5.0   87.00  16.4318
 1085  1.60   5.0   88.00  15.7474
 1086  1.60   5.0   89.00  15.0813
 1087  1.60   5.0   90.00  14.4334
 1088  1.60   5.0   91.00  13.8041
 1089  1.60   5.0   92.00  13.1932
 1090  1.60   5.0   93.00  12.6010
 1091  1.60   5.0   94.00  12.0274
 1092  1.60   5.0   95.00  11.4724
 1093  1.60   5.0   96.00  10.9359
 1094  1.60   5.0   97.00  10.4178
 1095  1.60   5.0   98.00   9.9179
 1096  1.60   5.0   99.00   9.4361
 1097  1.60   5.0  100.00   8.9722
 1098  1.60   5.0  101.00   8.5258
 1099  1.60   5.0  102.00   8.0967
 1100  1.60   5.0  103.00   7.6846
 1101  1.60   5.0  104.00   7.2892
 1102  1.60   5.0  105.00   6.9101
 1103  1.60   5.0  106.00   6.5471
 1104  1.60   5.0  107.00   6.1996
 1105  1.60   5.0  108.00   5.8672
 1106  1.60   5.0  109.00   5.5497
 1107  1.60   5.0  110.00   5.2466
 1108  1.60   5.0  111.00   4.9573
 1109  1.60   5.0  112.00   4.6816
 1110  1.60   5.0  113.00   4.4190
 1111  1.60   5.0  114.00   4.1690
 1112  1.60   5.0  115.00   3.9312
 1113  1.60   5.0  116.00   3.7052
 1114  1.60   5.0  117.00   3.4905
 1115  1.60   5.0  118.00   3.2867
 1116  1.60   5.0  119.00   3.0934
 1117  1.60   5.0  120.00   2.9101
 1118  1.60   5.0  121.00   2.7365
 1119  1.60   5.0  122.00   2.5722
 1120  1.60   5.0  123.00   2.4167
 1121  1.60   5.0  124.00   2.2696
 1122  1.60   5.0  125.00   2.1306
 1123  1.60  10.0   75.00  27.7376
 1124  1.60  10.0   76.00  26.9726
 1125  1.60  10.0   77.00  26.2205
 1126  1.60  10.0   78.00  25.4815
 1127  1.60  10.0   79.00  24.7557
 1128  1.60  10.0   80.00  24.0433
 1129  1.60  10.0   81.00  23.3445
 1130  1.60  10.0   82.00  22.6592
 1131  1.60  10.0   83.00  21.9877
 1132  1.60  10.0   84.00  21.3299
 1133  1.60  10.0   85.00  20.6859
 1134  1.60  10.0   86.00  20.0558
 1135  1.60  10.0   87.00  19.4396
 1136  1.60  10.0   88.00  18.8372
 1137  1.60  10.0   89.00  18.2486
 1138  1.60  10.0   90.00  17.6737
 1139  1.60  10.0   91.00  17.1126
 1140  1.60  10.0   92.00  16.5651
 1141  1.60  10.0   93.00  16.0311
 1142  1.60  10.0   94.00  15.5106
 1143  1.60  10.0   95.00  15.0034
 1144  1.60  10.0   96.00  14.5093
 1145  1.60  10.0   97.00  14.0283
 1146  1.60  10.0   98.00  13.5601
 1147  1.60  10.0   99.00  13.1047
 1148  1.60  10.0  100.00  12.6618
 1149  1.60  10.0  101.00  12.2312
 1150  1.60  10.0  102.00  11.8129
 1151  1.60  10.0  103.00  11.4065
 1152  1.60  10.0  104.00  11.0118
 1153  1.60  10.0  105.00  10.6288
 1154  1.60  10.0  106.00  10.2570
 1155  1.60  10.0  107.00   9.8965
 1156  1.60  10.0  108.00   9.5468
 1157  1.60  10.0  109.00   9.2078
 1158  1.60  10.0  110.00   8.8794
 1159  1.60  10.0  111.00   8.5611
 1160  1.60  10.0  112.00   8.2529
 1161  1.60  10.0  113.00   7.9544
 1162  1.60  10.0  114.00   7.6656
 1163  1.60  10.0  115.00   7.3860
 1164  1.60  10.0  116.00   7.1156
 1165  1.60  10.0  117.00   6.8540
 1166  1.60  10.0  118.00   6.6011
 1167  1.60  10.0  119.00   6.3566
 1168  1.60  10.0  120.00   6.1203
 1169  1.60  10.0  121.00   5.8919
 1170  1.60  10.0  122.00   5.6714
 1171  1.60  10.0  123.00   5.4584
 1172  1.60  10.0  124.00   5.2527
 1173  1.60  10.0  125.00   5.0542
 1174  1.60  15.0   75.00  29.4857
 1175  1.60  15.0   76.00  28.7855
 1176  1.60  15.0   77.00  28.0972
 1177  1.60  15.0   78.00  27.4208
 1178  1.60  15.0   79.00  26.7562
 1179  1.60  15.0   80.00  26.1036
 1180  1.60  15.0   81.00  25.4628
 1181  1.60  15.0   82.00  24.8340
 1182  1.60  15.0   83.00  24.2169
 1183  1.60  15.0   84.00  23.6118
 1184  1.60  15.0   85.00  23.0184
 1185  1.60  15.0   86.00  22.4367
 1186  1.60  15.0   87.00  21.8667
 1187  1.60  15.0   88.00  21.3083
 1188  1.60  15.0   89.00  20.7614
 1189  1.60  15.0   90.00  20.2260
 1190  1.60  15.0   91.00  19.7018
 1191  1.60  15.0   92.00  19.1889
 1192  1.60  15.0   93.00  18.6871
 1193  1.60  15.0   94.00  18.1963
 1194  1.60  15.0   95.00  17.7163
 1195  1.60  15.0   96.00  17.2471
 1196  1.60  15.0   97.00  16.7885
 1197  1.60  15.0   98.00  16.3403
 1198  1.60  15.0   99.00  15.9025
 1199  1.60  15.0  100.00  15.4748
 1200  1.60  15.0  101.00  15.0572
 1201  1.60  15.0  102.00  14.6494
 1202  1.60  15.0  103.00  14.2514
 1203  1.60  15.0  104.00  13.8629
 1204  1.60  15.0  105.00  13.4838
 1205  1.60  15.0  106.00  13.1140
 1206  1.60  15.0  107.00  12.7532
 1207  1.60  15.0  108.00  12.4014
 1208  1.60  15.0  109.00  12.0584
 1209  1.60  15.0  110.00  11.7239
 1210  1.60  15.0  111.00  11.3979
 1211  1.60  15.0  112.00  11.0802
 1212  1.60  15.0  113.00  10.7705
 1213  1.60  15.0  114.00  10.4688
 1214  1.60  15.0  115.00  10.1750
 1215  1.60  15.0  116.00   9.8887
 1216  1.60  15.0  117.00   9.6099
 1217  1.60  15.0  118.00   9.3384
 1218  1.60  15.0  119.00   9.0740
 1219  1.60  15.0  120.00   8.8167
 1220  1.60  15.0  121.00   8.5662
 1221  1.60  15.0  122.00   8.3223
 1222  1.60  15.0  123.00   8.0851
 1223  1.60  15.0  124.00   7.8541
 1224  1.60  15.0  125.00   7.6295
 1225  1.80   5.0   75.00  26.3989
 1226  1.80   5.0   76.00  25.5621
 1227  1.80   5.0   77.00  24.7384
 1228  1.80   5.0   78.00  23.9282
 1229  1.80   5.0   79.00  23.1321
 1230  1.80   5.0   80.00  22.3503
 1231  1.80   5.0   81.00  21.5834
 1232  1.80   5.0   82.00  20.8317
 1233  1.80   5.0   83.00  20.0954
 1234  1.80   5.0   84.00  19.3749
 1235  1.80   5.0   85.00  18.6704
 1236  1.80   5.0   86.00  17.9821
 1237  1.80   5.0   87.00  17.3102
 1238  1.80   5.0   88.00  16.6548
 1239  1.80   5.0   89.00  16.0161
 1240  1.80   5.0   90.00  15.3941
 1241  1.80   5.0   91.00  14.7888
 1242  1.80   5.0   92.00  14.2004
 1243  1.80   5.0   93.00  13.6286
 1244  1.80   5.0   94.00  13.0736
 1245  1.80   5.0   95.00  12.5353
 1246  1.80   5.0   96.00  12.0134
 1247  1.80   5.0   97.00  11.5079
 1248  1.80   5.0   98.00  11.0186
 1249  1.80   5.0   99.00  10.5454
 1250  1.80   5.0  100.00  10.0880
 1251  1.80   5.0  101.00   9.6462
 1252  1.80   5.0  102.00   9.2198
 1253  1.80   5.0  103.00   8.8084
 1254  1.80   5.0  104.00   8.4119
 1255  1.80   5.0  105.00   8.0300
 1256  1.80   5.0  106.00   7.6623
 1257  1.80   5.0  107.00   7.3085
 1258  1.80   5.0  108.00   6.9683
 1259  1.80   5.0  109.00   6.6414
 1260  1.80   5.0  110.00   6.3275
 1261  1.80   5.0  111.00   6.0261
 1262  1.80   5.0  112.00   5.7370
 1263  1.80   5.0  113.00   5.4599
 1264  1.80   5.0  114.00   5.1943
 1265  1.80   5.0  115.00   4.9399
 1266  1.80   5.0  116.00   4.6964
 1267  1.80   5.0  117.00   4.4634
 1268  1.80   5.0  118.00   4.2406
 1269  1.80   5.0  119.00   4.0276
 1270  1.80   5.0  120.00   3.8242
 1271  1.80   5.0  121.00   3.6299
 1272  1.80   5.0  122.00   3.4444
 1273  1.80   5.0  123.00   3.2675
 1274  1.80   5.0  124.00   3.0988
 1275  1.80   5.0  125.00   2.9379
 1276  1.80  10.0   75.00  28.6825
 1277  1.80  10.0   76.00  27.9553
 1278  1.80  10.0   77.00  27.2404
 1279  1.80  10.0   78.00  26.5379
 1280  1.80  10.0   79.00  25.8479
 1281  1.80  10.0   80.00  25.1705
 1282  1.80  10.0   81.00  24.5057
 1283  1.80  10.0   82.00  23.8535
 1284  1.80  10.0   83.00  23.2140
 1285  1.80  10.0   84.00  22.5871
 1286  1.80  10.0   85.00  21.9728
 1287  1.80  10.0   86.00  21.3712
 1288  1.80  10.0   87.00  20.7821
 1289  1.80  10.0   88.00  20.2055
 1290  1.80  10.0   89.00  19.6414
 1291  1.80  10.0   90.00  19.0896
 1292  1.80  10.0   91.00  18.5502
 1293  1.80  10.0   92.00  18.0229
 1294  1.80  10.0   93.00  17.5077
 1295  1.80  10.0   94.00  17.0044
 1296  1.80  10.0   95.00  16.5130
 1297  1.80  10.0   96.00  16.0333
 1298  1.80  10.0   97.00  15.5651
 1299  1.80  10.0   98.00  15.1084
 1300  1.80  10.0   99.00  14.6629
 1301  1.80  10.0  100.00  14.2286
 1302  1.80  10.0  101.00  13.8051
 1303  1.80  10.0  102.00  13.3925
 1304  1.80  10.0  103.00  12.9905
 1305  1.80  10.0  104.00  12.5989
 1306  1.80  10.0  105.00  12.2176
 1307  1.80  10.0  106.00  11.8464
 1308  1.80  10.0  107.00  11.4850
 1309  1.80  10.0  108.00  11.1334
 1310  1.80  10.0  109.00  10.7913
 1311  1.80  10.0  110.00  10.4586
 1312  1.80  10.0  111.00  10.1350
 1313  1.80  10.0  112.00   9.8204
 1314  1.80  10.0  113.00   9.5146
 1315  1.80  10.0  114.00   9.2174
 1316  1.80  10.0  115.00   8.9286
 1317  1.80  10.0  116.00   8.6480
 1318  1.80  10.0  117.00   8.3755
 1319  1.80  10.0  118.00   8.1108
 1320  1.80  10.0  119.00   7.8538
 1321  1.80  10.0  120.00   7.6043
 1322  1.80  10.0  121.00   7.3622
 1323  1.80  10.0  122.00   7.1271
 1324  1.80  10.0  123.00   6.8991
 1325  1.80  10.0  124.00   6.6778
 1326  1.80  10.0  125.00   6.4631
 1327  1.80  15.0   75.00  30.7819
 1328  1.80  15.0   76.00  30.1190
 1329  1.80  15.0   77.00  29.4671
 1330  1.80  15.0   78.00  28.8262
 1331  1.80  15.0   79.00  28.1963
 1332  1.80  15.0   80.00  27.5773
 1333  1.80  15.0   81.00  26.9692
 1334  1.80  15.0   82.00  26.3720
 1335  1.80  15.0   83.00  25.7855
 1336  1.80  15.0   84.00  25.2098
 1337  1.80  15.0   85.00  24.6446
 1338  1.80  15.0   86.00  24.0901
 1339  1.80  15.0   87.00  23.5460
 1340  1.80  15.0   88.00  23.0124
 1341  1.80  15.0   89.00  22.4890
 1342  1.80  15.0   90.00  21.9758
 1343  1.80  15.0   91.00  21.4727
 1344  1.80  15.0   92.00  20.9796
 1345  1.80  15.0   93.00  20.4964
 1346  1.80  15.0   94.00  20.0229
 1347  1.80  15.0   95.00  19.5591
 1348  1.80  15.0   96.00  19.1047
 1349  1.80  15.0   97.00  18.6598
 1350  1.80  15.0   98.00  18.2241
 1351  1.80  15.0   99.00  17.7975
 1352  1.80  15.0  100.00  17.3800
 1353  1.80  15.0  101.00  16.9713
 1354  1.80  15.0  102.00  16.5713
 1355  1.80  15.0  103.00  16.1800
 1356  1.80  15.0  104.00  15.7971
 1357  1.80  15.0  105.00  15.4225
 1358  1.80  15.0  106.00  15.0562
 1359  1.80  15.0  107.00  14.6978
 1360  1.80  15.0  108.00  14.3474
 1361  1.80  15.0  109.00  14.0048
 1362  1.80  15.0  110.00  13.6699
 1363  1.80  15.0  111.00  13.3424
 1364  1.80  15.0  112.00  13.0223
 1365  1.80  15.0  113.00  12.7094
 1366  1.80  15.0  114.00  12.4037
 1367  1.80  15.0  115.00  12.1049
 1368  1.80  15.0  116.00  11.8129
 1369  1.80  15.0  117.00  11.5277
 1370  1.80  15.0  118.00  11.2490
 1371  1.80  15.0  119.00  10.9768
 1372  1.80  15.0  120.00  10.7109
 1373  1.80  15.0  121.00  10.4512
 1374  1.80  15.0  122.00  10.1975
 1375  1.80  15.0  123.00   9.9498
 1376  1.80  15.0  124.00   9.7079
